name,observer,sell_rank,price,features,rating,nb_evaluation
Audio-Technica ATH-M70 X,            ,                12            ,    255,"Fermé,Dynamique,Supra-aural,Transducteurs 45 mm avec aimants en terres rares et et bobines d'aluminium recouvert de cuivre (CCAW),Oreillettes pivotantes à 90°,Bande passante: 5 - 40.000 Hz,Puissance admissible max: 2000 mW / 1 kHz,Impédance: 38 Ohm,SPL: 97 dB,Câble amovible,1 câble torsadé de 1,2 m inclus,2 câbles de 1,2 m (droit et en spirale) et câble droit de 3 m inclus,Couleur: noir,Poids: 307 g (avec câble) / 283 g (sans câble)",4.3,64
Presonus HD9,            ,                84            ,    59,"Design ajusté avec précision,Fermé,Circumaural,Écouteurs mobiles sur 2 axes et 180°,Reproduction précise des basses fréquences,Driver néodyme dynamique 45 mm,Réponse en fréquence : 10 - 26.000 Hz,Câble de raccordement droit 3 m,Livré avec adaptateur jack de 3,5 mm à 6,35 mm et sac de rangement",4.5,33
Neumann NDH 20,            ,                47            ,    449,"Gamme de fréquence : 5 Hz - 30 kHz (-3 dB),Transducteurs dynamiques de 38 mm avec aimants néodyme,Impédance : 150 Ohm,Puissance nominale : 200 mW,Sensibilité (1 kHz, 1 Vrms) : 114 dBSPL,Facteur de distorsion (1 kHz, 100 dBSPL) : < 0,10%.,Coussinets d'oreille en mousse à mémoire de forme,Bandeau réglable et flexible en acier,Cache-oreille en aluminium léger,Casque pliable,Fiche mini-jack stéréo 3,5 mm,Poids (sans câble) : 388 g,Livré avec adaptateur vers jack stéréo 6,3 mm, câble droit et câble en spirale, sac en tissu et guide de démarrage rapide",4.7,24
Denon DJ HP1100,            ,                10            ,    119,"Dynamique,Fermé,Coussinets d'oreille pivotants à 180° avec articulations renforcées,Conception compacte et pliable pour une grande portabilité,Câble de connexion en spirale avec isolation élastique,Décharge de traction renforcée pour une grande fiabilité,Rembourrage confortable du bandeau pour une utilisation prolongée,Coussinets d'oreilles interchangeables (en option),Niveau d'entrée max. : 3500 mW,Impédance : 66 Ohm,Type de convertisseur : Dynamique,Transducteurs large bande de 53 mm,Réponse en fréquence : 5 à 33 000 Hz,Sensibilité : (1 mW) 101 dB/mW (JEITA),Connexion : mini-jack 3,5 mm,Longueur du câble : 1,2 m enroulé / 3 m déroulé,Poids : 450 g,Livré avec sacoche pour écouteurs en cuir synthétique et adaptateur jack 6,3 mm",4.8,3
Roland RH-A30,            ,                129            ,    149,"Ouvert,SPL max.: 95 dB,Impédance: 40 Ohm,Bande passante: 10 - 25.000 Hz,Câble de 3,4 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur Jack stéréo 6,3 mm incl.,Poids avec câble: 311 g,Poids sans câble: 240 g,Couleur: Argent",4.6,12
Behringer BH 470,            ,                49            ,    22,"Circum-auriculaire,Fermé,Pliable,Transducteurs 40 mm,Réponse en fréquence : 20 - 20000 Hz",4.5,86
Austrian Audio Hi-X65,            ,                44            ,    349,"Ouvert,Circum-aural,Charnières et arceau en métal pour une durabilité maximale,Pliable pour un transport facile,Bande passante: 5 - 28000 Hz,Sensibilité: 110 dB SPL/V,TDH à 1 kHz: < 0,1%,Impédance: 25 Ohm,Puissance admissible: 150 mW,Dimensions: 200 x 170 x 85 mm,Poids sans câble: 310 g,Câbles amovibles (3 et 1,2 m) avec fiche mini Jack stéréo 3,5 mm et adaptateur Jack stéréo 6,3 mm incl.",4.4,8
AKG K-612 Pro,            ,                64            ,    115,"Open-back,Circumaural,Dynamic,Impedance: 120 Ohm,Frequency range: 12 - 39500 Hz,Max. input level: 200 mW,Stereo plug connector 3.5 mm,Cable length: 3 m,Weight with cable: 307 g,Weight without cable: 260 g",4.5,90
Sennheiser HD-25 Light New Version,            ,                7            ,    99,"Modèle successeur du Sennheiser HD-25 SP-II/HD-25 Light,Avec la même technologie que le HD-25,Dynamique,Fermé,Supra-aural,Impédance : 70 Ohm,Niveau de pression acoustique max. : 120 dB (1 kHz,1 Vrms),Réponse en fréquence : 16 - 22000 Hz,Câble de 1,5 m avec fiche jack droite, fiche mini-jack stéréo 3,5 mm avec adaptateur 6,3 mm,Poids sans câble : 406 g",4.3,13
Superlux HD-681 Evo WH,            ,                60            ,    33,"Semi-ouvert,Circum-aural,Dynamique,Transducteurs 50 mm,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance admissible: 300 mW,Câbles de 1 m et 3 m avec fiches mini Jack stéréo 3,5 mm,Poids avec câble: 291 g,Poids sans câble: 269 g,Couleur: Blanc,Adaptateur 3,5/6,3 mm, paire de coussinets en velours et trousse incl.",4.4,340
Austrian Audio Hi-X60,            ,                34            ,    339,"Fermé,Circum-aural,Charnières et serre-tête en métal pour une durabilité maximale,Pliable pour un transport facile,Bande passante: 5 - 28000 Hz,Sensibilité: 110 dB SPL/V,TDH à 1 kHz: < 0,1%,Impédance: 25 Ohm,Puissance admissible: 150 mW,Fiche mini Jack 3,5 mm avec adaptateur 6,3 mm,Dimensions: 200 x 170 x 85 mm,Poids sans câble: 320 g,Câbles amovibles de 3 m et 1,2 m incl.",,
AKG K-361,            ,                34            ,    85,"Convient pour le studio, la scène et sur la route,Fermé,Cirum-auriculaire,Transducteurs 50 mm,Impédance : 32 Ohm,Sensibilité : 114 dB SPL/ V,Réponse en fréquence : 15 - 28000 Hz,Insonorisation extérieure élevée,Système de bandeau automatique,Mécanisme de pliage innovant,Coussinets d'oreille ovales en similicuir,Cheminement de câble d'un seul côté,Pliable,Poids : 219 g,Livré avec 2 câbles (3 m et 1,2 m de long), adaptateur jack 6,3 mm et sac de rangement",4.5,42
AKG K-182,            ,                13            ,    88,"Fermé,Circumaural,Haute atténuation du bruit ambiant,Pilotes 50 mm,Impédance: 32 Ohm,Sensibilité: 112 dB SPL / V,Réponse en fréquence: 10-28000 Hz,Puissance nominale: 500 mW,Mécanisme de pliage 3D Axis,Poids sans câble: 255 g,Couleur: Noir,Câble de 3 m amovible et adaptateur jack 6,3 mm inclus",4.4,105
Sennheiser HD-400 Pro,            ,                48            ,    249,"Ouvert,Circum-aural,Impédance: 120 Ohm,SPL: 110 dB (1 kHz / 1 V RMS),Bande passante: 6 - 38000 Hz,TDH: < 0,05 % à 1 kHz/90 dB SPL,Cheminement de câble d'un seul côté,Poids sans câble: 240 g,Câble de 1,5 m avec fiche mini Jack 3,5 mm, câble torsadé de 3 m avec fiche mini Jack 3,5 mm et adaptateur 6,3 mm incl.",4,1
beyerdynamic DT 700 PRO X,            ,                5            ,    249,"Dynamique,Fermé,Circum-aural,Transducteurs STELLAR.45,Impédance: 48 Ohm,Sensibilité: 100 dB SPL / 1 mW à 500 Hz,Bande passante: 5 - 40000 Hz,Puissance admissible max. à court terme: 100 mW,Puissance admissible la plus élevée: 30 mW,TDH à 1 mW: 0,40% à 100 Hz (0,05% à 500 Hz , 0,04% à 1 kHz),Serre-tête en acier à ressort et mousse à mémoire de forme,Coussinets d'oreille et de serre-tête interchangeables,Coussinets d'oreille en velours,Câble amovible avec cheminement d'un seul côté,Poids: 345 g,Câble droit de 3 m avec fiches mini XLR/mini Jack stéréo 3,5 mm et adaptateur 6,35 m incl.,Câble droit de 1,8 m avec fiches mini XLR/mini Jack stéréo 3,5 mm et adaptateur 6,35 m incl.,Sacoche de transport incl.",4.9,14
AKG K-92,            ,                32            ,    44,"Fermé,Circum-aural,Impédance: 32 Ohm,Sensibilité: 113 dB SPL/V,Bande passante: 16 - 22.000 Hz,Puissance admissible: 200 mW,Câble de 3 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur 6,3 mm incl.,Poids: 200 g",4.3,231
AKG K-701,            ,                28            ,    129,"Ouvert,Dynamique,Circum-aural,Technologie de bobinages plats,Impédance: 62 Ohm,SPL max.: 105 dB,Bande passante: 10 - 39.800 Hz,Puissance admissible: 200 mW,Câble de 3 m avec fiche Jack stéréo 6,3 mm,Poids avec câble: 371 g,Poids sans câble: 296 g",4.6,448
Superlux HD-681 Evo BK,            ,                26            ,    31,"Semi-ouvert,Circum-aural,Dynamique,Transducteurs 50 mm,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance admissible: 300 mW,Câbles de 1 m et 3 m avec fiches mini Jack stéréo 3,5 mm,Poids sans câble: 276 g,Couleur: Noir,Adaptateur 3,5/6,3 mm, paire de coussinets en velours et trousse incl.",4.4,707
Superlux HD-681,            ,                3            ,"    24,70","Semi-ouvert,Dynamique,Circum-aural,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance absorbée: 300 mW,THD: 100 mW à 1 KHZ <1%,Serre-tête bandeau auto-ajustable pour un bon confort,Câble de 2,5 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 278 g,Poids sans câble: 230 g,Adaptateur 3,5/6,3mm et trousse incl.",4.5,2640
AKG K-712 Pro,            ,                11            ,    222,"Ouvert,Dynamique,Circum-aural,Impédance: 62 Ohm,Sensibilité: 105 dB,Bande passante: 10 - 39.800 Hz,Puissance admissible: 200 mW,Câble amovible de 3 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur 3,5/6,3 mm et câble torsadé incl.,Poids avec câble: 356 g,Poids sans câble: 300 g",4.7,307
Audeze LCD-X Creator Edition New,            ,                9            ,    1.290,"Nouveau bandeau amélioré,Ouvert,Circumaural,Pilotes de 106 mm,Aimants néodyme,Impédance: 20 Ohms,Réponse en fréquence: 5 - 20 000 Hz,Niveau de pression sonore limite: 130 dB,Coussinets en cuir,Câble de 1,9 m avec fiche jack 6,3 mm / mini-XLR 4 broches",4.8,23
Superlux HD-660 Pro 150 Ohms,            ,                24            ,    38,"Circum-aural,Fermé,Dynamique,Transducteurs de 40 mm,Aimants en néodyme,SPL max.: 92 dB,Impédance: 150 Ohm,Bande passante: 10 - 30.000 Hz,Cheminement du câble d'un seul côté,Câble de 2 m,Poids: 323 g,Adaptateur 6,3 mm et pochette incl.",4.5,47
Focal Listen Professional,            ,                37            ,    189,"Fermé,Circum-aural,Technologie de conversion pour la transparence acoustique et la dynamique,Impédance: 32 Ohms,Sensibilité (@ 1 kHz - / 1 Vrms): 122 dB SPL,THD (THD, @ 1 kHz / 100 dB SPL): 0,3%,Réponse en fréquence: 5 Hz à 22 kHz,Connexion: mini-jack 3,5 mm avec 4 contacts,Dimensions: 239 x 212 x 111 mm,Poids: 280 g,Câble en spirale (5 m) et câble droit (1,4 m) inclus",4.4,37
Focal Clear MG Professional,            ,                26            ,    1.429,"Ouvert,Circum-aural,Transducteurs en magnésium de 40 mm,Dynamique élevée grâce au design optimisé de la calotte,Grand confort grâce aux coussinets en microfibre perforée et à l'arceau en aluminium,Son équilibré sur tout le spectre,Impédance: 55 Ohm,Sensibilité: 104 dB SPL / 1 mW à 1 kHz,THD: 0,25% à 1 kHz / 100 dB SPL,Bande passante: 5 - 28000 Hz,Dimensions (LxPxH): 250 x 240 x 120 mm,Poids: 450 g,Câble torsadé de 5 m, câble droit de 1,2 m, adaptateur 3,5/6,35 mm, 2 coussinets de rechange et un sac de transport incl.",5,3
Sony MDR-7506,            ,                12            ,    99,"Fermé,Circum-aural,Impédance: 63 Ohm,SPL max.: 106 dB,Bande passante: 10 - 20.000 Hz,Câble de 1,2 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur vissable 6,3 mm incl.,Poids avec câble: 298 g,Poids sans câble: 230 g,Trousse incl.",4.7,477
AKG K-240 MKII,            ,                10            ,    61,"Semi-ouvert,Circum-aural,Dynamique,Impédance nominale: 55 Ohm,Puissance admissible: 200 mW,Bande passante: 15 - 25000 Hz,SPL max.: 104 dB/V,Câble droit de 3 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 281 g,Poids sans câble: 226 g,Câble torsadé de 5 m avec fiche mini Jack stéréo 3,5 mm, paire de coussinets en velours et adaptateur vissable 3,5/6,3 mm incl.",4.6,463
Audio-Technica ATH-R70 X,            ,                32            ,    299,"Circum-aural,Ouvert,système d'arceau 3D,Gestion du câble des deux côtés,Coussinets auto-respirants,Aimants haute performance,Transducteurs 45 mm,Bande passante: 5 - 40.000 Hz,Puissance admissible max.: 1000 mW / 1 kHz,Impédance: 470 Ohm,SPL max.: 98 dB,Poids sans câble: 210 g,Couleur: Noir",4.9,38
AKG K-271 MKII,            ,                12            ,    89,"Fermé,Dynamique,Circum-aural,Impédance nominale: 55 Ohm,Puissance admissible: 200 mW,Bande passante: 16 - 28000 Hz,SPL max.: 104dB/V,Bandeau avec arrêt automatique,Câble droit de 3m avec fiche mini Jack stéréo 3,5mm,Poids avec câble: 295 g,Poids sans câble: 239 g,Câble torsadé de 5m avec fiche mini Jack 3,5mm, paire de coussinets et adaptateur vissable 3,5/6,3mm incl.",4.6,822
beyerdynamic DT-240 Pro,            ,                19            ,    66,"Pour applications studio ou mobile,Fermé,Dynamique,Circumaural,Impédance: 34 Ohm,Réponse en fréquence: 5 à 35 000 Hz,SPL Max: 119 dB (SPL nominal: 99 dB),Très bonne atténuation du bruit extérieur,Câble en spirale unilatéral de 1,25 m,Poids sans câble: 196 g,Sac de transport et adaptateur de 6,3 mm inclus",4.5,120
AKG K-371,            ,                17            ,    115,"Transducteurs de 50 mm enduits de titane,Insonorisation extérieure élevée,Mécanisme de pliage innovant,Coussinets ovales en cuir artificiel,Cheminement de câble d'un seul côté,Circum-aural,Impédance: 32 Ohm,Sensibilité: 114 dB SPL/ V,Bande passante: 5 - 40000 Hz,Poids: 255 g,Câble droit de 3 m, câble droit de 1.2 m, câble torsadé de 3 m, adaptateur 6,3 mm et pochette de rangement incl.",4.6,121
Audio-Technica ATH-M40 X,            ,                2            ,    88,"Fermé,Dynamique,Circum-aural,Transducteurs 40 mm avec aimants en néodyme et bobines CCAW,Oreillettes pivotantes à 90°,Bande passante: 15 - 24000 Hz,Puissance admissible max: 1600 mW / 1 kHz,Impédance: 35 Ohm,SPL max.: 97 dB,Câbles amovibles,1 câble torsadé de 1,2 -3 m incl.,1 câble droit de 3 m incl.,Adaptateur 6,3 mm et trousse incl.,Poids avec câble: 300 g,Poids sans câble: 241 g,Couleur: Noir",4.6,405
Audeze LCD-2 Classic Open System,            ,                24            ,    798,"Ouvert,Circumaural,Pilote: 106 mm,Aimants en néodyme (N50),Impédance: 70 Ohms,Réponse en fréquence: 10 - 50 000 Hz,Sensibilité: 101 dB / 1 mW,Oreillettes et serre-tête en cuir synthétique avec suspension en acier à ressort,Câble de 1,9 m avec jack 6,3 mm / mini-XLR 4 broches",4.7,8
Sennheiser HD-200 Pro,            ,                22            ,    59,"Fermé,Câble d'un seul côté,Dynamique,Fermé,Pression acoustique max. : 108 dB SPL @ 1 kHz,Impédance : 32 Ohm,Puissance nominale : 500 mW,Rponse en fréquence : 20 -20000 Hz,Câble de 2 m avec fiche jack 6,3 mm,Poids : 184 g",4.1,31
beyerdynamic DT 900 PRO X,            ,                8            ,    249,"Dynamique,Ouvert,Circum-aural,Transducteurs STELLAR.45,Impédance: 48 Ohm,Sensibilité: 100 dB SPL / 1 mW à 500 Hz,Bande passante: 5 - 40000 Hz,Puissance admissible max. à court terme: 100 mW,Puissance admissible la plus élevée: 30 mW,TDH à 1 mW: 0,80% à 100 Hz (0,05% à 500 Hz , 0,04% à 1 kHz),Serre-tête en acier à ressort et mousse à mémoire de forme,Coussinets d'oreille et de serre-tête interchangeables,Coussinets d'oreille en velours,Câble amovible avec cheminement d'un seul côté,Poids: 345 g,Câble droit de 3 m avec fiches mini XLR/mini Jack stéréo 3,5 mm et adaptateur 6,35 m incl.,Câble droit de 1,8 m avec fiches mini XLR/mini Jack stéréo 3,5 mm et adaptateur 6,35 m incl.,Sacoche de transport incl.",4.7,13
beyerdynamic DT-770 M,            ,                31            ,    139,"Idéal pour batteur et studio,Atténuation des bruits ambiants jusqu'à 35 dBA,Fermé,Circum-aural,Dynamique,SPL: 105 dB,Bande passante: 5 - 30.000 Hz,Impédance: 80 Ohm,Contrôle du volume sur le câble,Câble droit de 3 m,Poids avec câble: 354 g,Poids sans câble: 288 g,Trousse incl.",4.4,245
AKG K-702,            ,                8            ,    129,"Flat-wire voice coil technology,Varimotion two-layer diaphragm guarantees transient response,Open,Circumaural (full size),Dynamic,Impedance: 62 Ohm,Peak SPL: 105 dB,Frequency range: 10 - 39800 Hz,Max input power: 200 mW,3,5 mm Stereo jack connector,Cable length: 3 m,Weight with cable: 362 g,Weight without cable: 300 g,Includes: 6,3 mm jack adapter",4.7,468
beyerdynamic DT-1770 Pro 250 Ohm,            ,                22            ,    425,"Pour mixage, mastering et monitoring,Technologie Tesla 2.0,Dynamique,Fermé,Circum-aural,Impédance: 250 Ohm,SPL: 102 dB,Bande passante: 5 - 40.000 Hz,Puissance admissible: 200 mW,Câble droit de 3 m et câble torsadé de 5 m (tendu) avec fiches XLR 3 broches,Adaptateur 6,3 mm, coussinets en simili-cuir et étui incl.,Poids avec câble: 440 g,Poids sans câble: 376 g",4.7,90
AKG K-240 Studio,            ,                6            ,    55,"Dynamique,Semi-ouvert,Circum-aural,Impédance nominale: 55 Ohm,Bande passante: 15 - 25000 Hz,Sensibilité: 104 dB/V,THD: <0,3 %,Puissance admissible: 200 mW,Bandeau auto-réglable pour un ajustement parfait,Nouvelles capsules XXL,Cheminement de câble d'un seul côté,Câble amovible de 3 m avec fiche mini XLR et fiche mini Jack stéréo 3,5 mm plaquée or,Poids avec câble: 284 g,Poids sans câble: 229 g,Adaptateur 6,3 mm incl.",4.6,956
AKG K-812,            ,                21            ,    898,"Dynamique,Ouvert,Circum-aural,Impédance: 36 Ohm,SPL: 110 dB,Bande passante: 5 - 54000 Hz,Puissance admissible: 300 mW,Câble amovible de 3 m,Connecteurs LEMO et mini-jack stéréo 3,5 mm plaqué or,Adaptateur jack 6,3 mm et support de casque en bois inclus,Poids avec câble: 455 g,Poids sans câble: 402 g",4.8,73
beyerdynamic DT-770 Pro 32 Ohm,            ,                11            ,    129,"Fermé,Dynamique,Circum-aural,Impédance: 32 Ohm,Sensibilité: 96 dB,Bande passante: 5 - 35.000 HZ,Champ diffus,Câble de 1,6 m avec fiche mini-jack stéréo 3,5 mm,Poids: 270 g,Adaptateur jack vissable 3,5 mm / 6,3 mm et trousse inclus,Poids sans câble: 278 g / 317 g (avec câble)",4.7,244
Audio-Technica ATH-M50 X,            ,                6            ,    118,"Fermé,Dynamique,Circum-aural,Transducteurs de 45 mm avec aimants en néodyme et bobines CCAW,Oreillettes pivotantes à 90°,Coussinets d'oreille en cuir artificiel,Bande passante: 15 - 28.000 Hz,Puissance admissible max: 1600 mW / 1 kHz,Impédance: 38 Ohm,SPL max.: 99 dB,Câble amovible,1 câble torsadé de 1,2 m incl.,2 câbles droits de 1,2 m et 3 m incl.,Adaptateur 6,3 mm et trousse incl.,Poids avec câble: 341 g,Poids sans câble: 287 g,Couleur: Noir",4.7,812
beyerdynamic DT-990 Pro,            ,                3            ,    129,"Ouvert,Dynamique,Circum-aural,Impédance: 250 Ohm,Sensibilité: 96 dB / mW,Bande passante: 5 - 35.000 Hz,Câble torsadé de 3 m avec fiche mini-jack stéréo 3,5 mm,Poids avec câble: 364 g,Poids sans câble: 271 g,Livré avc adaptateur jack vissable 3,5/6,3 mm et sacoche",4.8,1057
beyerdynamic DT-770 Pro 80 Ohm,114,                1            ,    129,"Closed-back,Circumaural design,Dynamic,Diffuse-field equalised,Impedance: 80 Ohm,Sensitivity SPL (sound pressure level): 96 dB,Frequency response: 5 - 35,000 Hz,3 m straight single-sided cable with 3.5 mm connector,Screw-on adapter to 6.3 mm stereo jack,Weight with cable: 346 g,Weight without cable: 284 g",4.8,1717
Dexibell DX HF7,            ,                123            ,    98,"Fermé à l'arrière,Pilotes 45 mm,Impédance de charge: 40 Ohm,SPL efficace: 98 dB (±3 dB),Réponse en fréquence: 10 Hz - 26000 Hz,Niveau d'entrée Max: 300 mW,Câble de 3 mètres avec fiche mini-jack stéréo 3,5 mm et adaptateur vissable 6,3 mm,Poids: 308 g (sans câble),Couleur: noir",4.5,8
Yamaha HPH-MT5W,            ,                118            ,    99,"Supra-aural,Fermé,Impédance: 51 Ohm,Réponse en fréquence: 20 - 20000 Hz,Niveau d'entrée max: 1600 mW,SPL: 100 dB/mW,Transducteurs 40 mm CCAW,Cordon d'un seul côté,Cuir synthétique,Oreillettes pivotantes et amovible pour écoute 1 oreille,Boitier en ABS épais et robuste et bandeau en aluminium moulé,Cpable droit de 3 mètres avec fiche mini-jack 3,5 mm,Adaptateur vers fiche jack 6,3 mm inclus,Sac de transport inclus,Poids sans câble: 250 g,Couleur: noir et blanc",4.5,15
V-Moda M-200,            ,                140            ,    315,"Circum-aural,Fermé,Transducteurs de 50 mm,Sensibilité: 101,5 dB à 1 kHz 1 mW,Impédance: 30 Ohm,Bande passante: 5 - 40.000 Hz,Poids: 290 g,Câble microphone 1 bouton SpeakEasy, câble symétrique unilatéral, étui et adaptateur 6,3 mm incl.",4.4,7
Fostex T20RP-Mk3 Headphone,            ,                133            ,    149,"Semi-ouvert,Orthodynamique,Circumaural,Impédance: 50 Ohm,Sensibilité: 92 dB,Réponse en fréquence: 15 - 35000 Hz,Niveau d'entrée max: 3000 mW,Poids sans câble: 315 g,2 câbles fournis: 1x de 1,2 m avec fiche stéréo 3,5 mm et 1x câble de 3 m avec fiche jack stéréo 6,3 mm,Idéal pour la maison et Hi-Fi",4.6,9
Mackie MC-350 Ltd White,            ,                145            ,    199,"Edition limitée,Fermé,Bande passante: 20 - 20000 Hz,Impédance: 32 Ohm,Transducteurs de 50 mm,SPL: 97 dB,Bandeau réglable de haute qualité en cuir,Coussinets en mousse à mémoire de forme,Câble interchangeable de haute qualité avec connecteur à baïonnette verrouillable,Câble droit revêtu de tissu de 300 cm incl.,Câble torsadé de 122 cm incl.,Câble droit de 122 cm avec commande téléphonique et microphone incl.,Adaptateur 1/4"" plaqué or,Poids: 370 g,Couleur: Blanc,Trousse incl.",,
Yamaha HPH-MT8,            ,                70            ,    179,"Adapté pour le studio, la production musicale et simplement écouter de la musique,Pliable,Construction du bras en trois dimensions,Oreillettes amovibles, permet l'écoute que d'un côté,Boitier en ABS épais et bras de support en aluminium moulé sous pression,Rembourrage en similicuir protéiné (synthétique),Circumaural,Fermé,Impédance: 37 Ohm,Réponse en fréquence: 15 - 28000 Hz,Puissance nominale: 1600 mW,SPL: 102 dB / mW,Transducteurs 45 mm CCAW dynamiques avec bobine mobile,Câble d'un seul côté,Cuir de haute qualité,Poids avec câble: 350 g,Couleur: Noir,Câbles droit de 1,2 m, en spirale de 3 m avec fiche mini-jack 3,5 mm (adaptateur 6,3 mm inclus) et sac de transport inclus",4.8,41
Ultrasone Performance 840,            ,                130            ,    218,"Technologie S-Logic Plus Natural Surround Sound,Blindage Mu-métal,Rayonnement réduit (standard ULE),Design Over-Ear,Fermé,Dynamique,Bande passante: 10 - 25.000 Hz,Impédance: 32 Ohm,SPL max.: 96 dB,Transducteurs 40 mm,Membranes PET,Aimants NdFeB,Coussinets en cuir protéiné,Poids avec câble: 342 g,Poids sans câble: 278 g,Câble amovible de 3 m avec fiche mini Jack 3,5 mm plaquée or incl.,Adaptateur 3,5/6,3 mm et  étui en néoprène incl.,Coussinets en velours adaptés optionnels non-fournis (N° d'article ,)",4.4,6
Superlux HD-660 Pro 32 Ohms,            ,                110            ,    38,"Circum-aural,Fermé,Dynamique,Transducteurs de 40 mm,Aimants en néodyme,SPL max.: 92 dB,Impédance: 32 Ohm,Bande passante: 10 - 30000 Hz,Cheminement de câble d'un seul côté,Câble de 2 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur 3,5/6,3 mm incl.",4.4,24
Fostex T40RP-MK3 Headphone,            ,                143            ,    149,"Egalement adapté aux DJs,Fermé,Orthodynamique,Circum-aural,Impédance: 50 Ohm,Sensibilité: 91 dB,Bande passante: 20 - 35.000 Hz,Puissance admissible max: 3000 mW,Poids sans câble: 315 g,1 câble de 1,2 m avec fiche mini Jack stéréo 3,5 mm et 1 câble de 3 m avec fiche Jack stéréo 6,3 mm incl.",4.6,6
Mackie MC-450,            ,                131            ,    239,"Ouvert,Bande passante: 20 - 20000 Hz,Impédance: 54 Ohm,Transducteurs de 42 mm,SPL: 101 dB,Bandeau réglable de haute qualité en cuir,Coussinets en mousse à mémoire de forme,Câble interchangeable de haute qualité avec connecteur à baïonnette verrouillable,Câble droit revêtu de tissu de 300 cm incl.,Câble torsadé de 122 cm incl.,Câble droit de 122 cm avec commande téléphonique et microphone incl.,Adaptateur 1/4"" plaqué or,Poids: 350 g,Couleur: Noir,Trousse incl.",4,3
AIAIAI TMA-2 Studio,            ,                91            ,    229,"Construction : fermé,Circumauriculaire,Transducteurs : S05,Membranes en biocellulose,Transducteur en néodyme de haute qualité de 40 mm,Réponse en fréquence : 10 Hz - 40 kHz,Sortie maximale : 100 mW,Niveau de pression sonore : 113 dB,Impédance : 32 Ohm,Coussinets en Alcantara E08,Bandeau en nylon H04 avec rembourrage en microfibre,Câble spiralé C02,Longueur du câble : 1,5 m,Fiche mini-jack 3,5 mm,Adaptateur inclus,Poids sans câble : 280 g",5,2
