name,observer,sell_rank,price,features,rating,nb_evaluation
HK Audio Premium PR:O 12 Stand Bundle,            ,                54            ,    698,"Enceinte large bande passive,Équipement : Haut-parleur 12"" + tweeter 1"",Angle de dispersion pavillon : 60° x 40°,Puissance nominale : 400 Watt RMS,Impédance : 8 Ohm,Réponse en fréquence : 68 - 19 000 Hz,Pression sonore : 104 dB, 128 dB max.,Montage sur pied d'enceinte possible,Points de montage M8,2 poignées,Connexions : entrée et sortie Speaker Twist,Peinture noire texturée,Dimensions 39 x 57 x 36 cm,Poids : 18 kg,Paire de pieds d'enceintes,En acier,Vis de blocage et goupilles de sécurité,Pour enceintes avec embase de 35 mm,Supporte une charge centrée max. de 22 kg,Hauteur réglable de 1,20 à 1,80 m,Poids: 2,4 kg,Housse de transport incl.",,
EV Zx1-90,            ,                29            ,    309,"Puissance: 200 Watt RMS, 400 Watt crête,Impédance: 8 Ohm,Dispersion: 90° x 50°,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 451 x 282 x 263 mm,Poids: 8,4 kg,Housse de protection disponible en option, article n°: ",4.7,42
the box CL 106 Top MK II,            ,                76            ,    144,"Equipped with: 6.5"" + Compression driver,Rated power: 100 W RMS, 400 W Peak,Dispersion pattern: 90° x 60°,Impedance: 4 Ohm,Max. SPL (sound pressure level): 113 dB,Frequency response: 120 - 19,000 Hz,Speaker Twist connector socket,Stand flange mount,Dimensions (W x D x H): 250 x 230 x 375 mm,Weight: 8 kg per speaker,Surface finish: Black textured lacquer,Price is for a pair,Matching cover available under Article Nr , (not included)",4.7,40
LD Systems Curv 500 S2,            ,                62            ,    218,"Convient pour système Curv 500,1 haut-parleur 4"" et 3 tweeters 1"",Dispersion: 110°,Impédance: 16 Ohm,Dimensions: 122 x 122 x 122 mm,Poids: 1,73 kg,Couleur: noir,Ensemble de 2 pièces,Remarque: le mode autonome nécessite le  Curv 500 SLA Smartlinkadapter",4.7,6
EV Zx1-90 White,            ,                78            ,    289,"Puissance: 200W RMS, 400W crête,Dispersion: 90° x 50°,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 451 x 282 x 263 mm,Poids: 8,4 kg",4.9,18
Sirus Reflect 6 Black,            ,                82            ,    93,"Montage Bass Reflect,Technologie OBE (Optimal Bass Enhancement Radiator) fournit des basses profondes et claires grâce à une membrane passive,Résiste aux intempéries selon norme IPX66,Haut-parleur d'aigus 1"" et haut-parleur de basses de 6,5"",Impédance : 8 Ohm,Transformateur pour 100V/70V (5/10/20/40 Watt),Puissance : 40 Watt RMS / 80 Watt crête,SPL Max : 86 dB,Réponse en fréquence : 90 Hz - 20 kHz,Connexion : borniers à vis enfichable,Matériau du boîtier : plastique ABS,Support de montage inclus,Dimensions (HxLxP) : 285 x 200 x 195 mm,Poids : 3,45 kg,Couleur : noir",,
Dynacord D15-3 D-Lite Series,            ,                18            ,    1.078,"Puissance: 500W RMS, 1000W crête,Impédance: 8 Ohm,Réponse en fréquence: 50 Hz - 18 kHz,SPL max: 133 dB,Dispersion: 90º x 50º,Entrée / sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 68,5 x 44,6 x 41,3 cm,Poids: 24 kg",4.5,5
the box PA 12 ECO MKII,            ,                59            ,    78,"Haut-parleur 12"" + tweeter à cône 3"",Réponse en fréquence: 65 Hz - 15 kHz,SPL max: 113 dB,Puissance: 140 Watt RMS, 560 Watt crête,Impédance: 8 Ohm,Dispersion: 90º x 90º,Montage sur pied d'enceinte 35 mm,Entrée : fiche combo jack 6,3 mm / Speaker Twist,Tweeter en cône,Dimensions: 300 x 380 x 510 mm,Poids: 12,5 kg,Housse optionnelle, article nº: ",4.4,171
the box pro Achat 204 WH,            ,                38            ,    109,"2x haut-parleurs 4"" + tweeter 1"",Puissance : 80 Watt RMS - 320 Watt crête,Impédance : 4 Ohm,SPL Max : 112 dB,Réponse en fréquence : 90 Hz - 20 kHz,Dispersion : 90° x 90°,Connectique : 2x Speaker Twist NL4 et borniers,Pas de vis 3/8"" en dessous,Dimensions : 172 x 142 x 360 mm,Poids : 3 kg,Finition: peinture texturée,Couleur : blanc,Conçue en Allemagne,Support mural, article n°: ,Sac de transport, article n° : ",4.6,17
HK Audio Premium PR:O 15,            ,                26            ,    419,"Puissance: 400 Watt RMS,Impédance: 8 Ohm,Réponse en fréquence: 60 Hz - 19 kHz,SPL max: 128 dB - continu: 104 dB,Dispersion: 60° x 40°,Entrée et sortie Speaker Twist,2x poignées latérales,Œillet pour pied d'enceinte,Pas de vis M8 pour montage aérien (x2),Peinture texturée noire,Dimensions: 47 x 61,5 x 41 cm,Poids: 22 kg,Housse de protection disponible en option, article n°: ",4.8,35
HK Audio L5 115 F Linear 5 Add OnBundle,            ,                80            ,    1.665,"Enceinte passive large bande 2 voies 15"" + 1"",Puissance: 600W RMS (1200W programme - 2400W crête),Impédance: 8 Ohm,Réponse en fréquence: 60 - 18.000 Hz,SPL max: 130 dB,2x connecteurs Speaker Twist NL4,Dispersion: 60° - 90° x 55°,Montage aérien M8 (x3),2 poignées,Bride DuoTilt,Support de montage disponible en option, article n°: ,Dimensions (LxHxP): 449 x 708 x 450 mm,Poids: 30,1 kg,Housse disponible en option, article n°: ,Accessoires pour HK Audio Lucas/Soundhouse,convient pour HK 2K15, HK 2K18,2x pieds d'enceinte en aluminium noirs,2x câbles Speaker Twist de 7 mètres,Sac de transport",,
EV EKX-12,            ,                46            ,    478,"Puissance: 350 Watt RMS / 1400 Watt crête,Entrée et sortie Speaker Twist,Réponse en fréquence: 55 - 20 kHz,SPL max: 131 dB,Impédance: 8 Ohm,Dispersion: 90° x 60°,Dimensions:  607 x 375 x 356 mm,Poids: 17,4 kg,Couleur: noir,Housse disponible en option, article n°: , ou ",4.9,8
Behringer B215XL Eurolive,            ,                47            ,    135,"Puissance: 250W RMS / 1000W crête,Réponse en fréquence: 55 Hz - 20 kHz,SPL: 96 dB,Impédance: 8 Ohm,Dispersion: 70º x 40º,EQ 3 bandes,Entrée jack 6,3 mm et Speaker Twist,Montage sur pied (35 mm),Dimensions: 695 x 440 x 335 mm,Poids: 17,6 kg,Housse disponible en option, article n°: ",4.4,61
EV ELX 112,            ,                4            ,    277,"Puissance: 250W RMS / 1000W crête,Réponse en fréquence: 55 - 20.000 Hz,Impédance: 8 Ohm,SPL max: 132 dB,Dispersion: 90º x 50º,2x fiches Speaker Twist (entrée et sortie parallèle),Œillet pour pied d'enceinte,Dimensions: 607 x 362 x 340 mm,Poids: 15,8 kg,Housse disponible en option, article n°: ",4.7,118
HK Audio L5 112 F Linear 5,            ,                60            ,    649,"Puissance: 500 W RMS - 1000 W programme - 2000 W crête,Impédance: 8 Ohm,Réponse en fréquence: 70 - 18.000 Hz,Niveau de pression acoustique maximal : 128 dB,Panneau de connexion avec 2 Speaker Twist NL4,Pavillon asymétrique de 60°- 90° x 55°,Enceinte en contreplaqué de bouleau / MDF avec 3 points de montage aérien M8,Montage sur trépied avec DuoTilt,2 poignées,Enceinte noir,Dimensions (LxHxP): 370 x 668 x 365 mm,Poids: 23,3 kg",5,3
LD Systems SAT 242 W G2,            ,                40            ,    125,"Puissance: 100W RMS - 180W crête,Impédance: 8 Ohm,Réponse en fréquence: 75 Hz - 20 kHz,SPL max: 108 dB,Kit de montage mural inclus,Dimensions: 140 x 378 x 135 mm,Poids: 4,15 kg",4.4,6
EV ZLX 12,            ,                14            ,    235,"Puissance: 250 Watt continu, 1000 Watt crête,Sensibilité: 95 dB,SPL Max : 125 dB,Réponse en fréquence : 55 Hz - 20 kHz,Dispersion : 90° x 60°,Impédance : 8 Ohm,Entrée et sortie Speaker Twist,Dimensions : 610 x 356 x 356 mm,Poids : 14,9 kg,Flightcase disponible en option, article n° : ,Housse disponible en option, article n°: ",4.6,22
Behringer Eurolive B212XL,            ,                36            ,    111,"200W RMS / 800W crête,Réponse en fréquence: 65 Hz - 18 kHz,SPL max: 93 dB,8 Ohm,Dispersion: 90° x 60°,Réponse en fréquence: 65 Hz - 18 kHz,Entrées Speaker Twist/Jack,Montage sur pied (35 mm),Dimensions: 550 x 345 x 270 mm,Poids: 10,9 kg,Housse de protection optionnelle non-fournie (N° d'article ,)",4.5,84
the box pro MCX4,            ,                63            ,    77,"Équipement : Haut-parleur de 4"",Impédance : 16 Ohm,1 entrée Speaker Twist,1 sortie parallèle Speaker Twist,Dimensions : 170 x 120 x 120 mm,Poids : 2,2 kg,Couleur : Noir,Livré avec support mural et support réglable",5,2
EV SX300 Pi,            ,                21            ,    899,"Equipped with 12/ 1"",Power rating: 300 W/ 1200 W,Impedance: 8 Ohm,65° x 65 ° CD Horn,Speaker twist input and output,Stand flange,Plastic housing (PP),Weight: 17.7 kg,Dimensions (H x W x D): 59 x 43 x 31 cm,Colour: black,5 Year warranty",5,2
JBL SRX815,            ,                66            ,    999,"Équipée d'un haut-parleur 15"" avec double bobine et d'un tweeter de 1,5"" avec aimant en néodyme,Réponse en fréquence: 41 - 20000 Hz,Niveau maximum: 136 dB,Capacité de charge: 3200 Watt crête, 1600 Watt programme, 800 Watt continu,Impédance: 8 Ohms,Angle de faisceau: 90 ° x 50 °,Fonctionnement passif / bi-ampli configurable,Attribution de broche NL4 configurable,Double bride pour trépied,Trois poignées,Boîtier en contreplaqué de bois,Dimensions: 691 x 458 x 478 mm,Poids: 25,9 kg,Couleur: noir",5,1
EV ZLX 15,            ,                61            ,    333,"Réponse en fréquence: 44 Hz - 20 kHz,Puissance: 250 Watt continu - 1000 Watt crête,Impédance: 8 Ohm,Sensibilité: 96 dB,SPL max: 126 dB,2x Speaker Twist (entrée et sortie),Dispersion: 90° x 60°,Dimensions: 685 x 423 x 383 mm,Poids: 16,6 kg,Housse disponible en option, article n°: ,, flightcase: ",4.8,5
the box CL 108 Top MK II,            ,                16            ,    209,"Montage : haut-parleur de 8"" + compression 1"" avec charge pavillonnaire,Angle de dispersion : 90° x 60°,Puissance nominale : 150 Watt RMS, 600 Watt crête,Impédance : 4 Ohm,Niveau maximal : 115 dB,Réponse en fréquence : 100 Hz - 19 kHz,Montage sur pied,Dimensions de la boîte individuelle (L x P x H) : 280 x 250 x 415 mm,Poids : 9 kg / paire 18,00 kg,Surface : laque texturée noire,Prix pour une paire",4.6,116
EV ELX200-10,            ,                58            ,    329,"Capacité de charge: 1200 Watt crête,Angle de dispersion: 90 ° x 60 °,Impédance: 8 Ohms,Réponse en fréquence: 49 - 22000 Hz,Niveau maximum: 127 dB,3x points de montage aérien avec filetage M10,Connexions Dual NL4,Transducteur de signal synchronisé,Possibilité d'utiliser l'enceinte comme moniteur de retour au sol,Enceinte en plastique,Dimensions: 531 x 330 x 319 mm,Poids: 13,4 kg,Couleur: noir,Housse adaptée disponible en option, article n°: ,Support mural adapté disponible en option, article n°: ",4,1
HK Audio Premium PR:O 12,            ,                5            ,    348,"Équipement : Haut-parleur 12"" + tweeter 1"",Angle de dispersion pavillon : 60° x 40°,Puissance nominale : 400 Watt RMS,Impédance : 8 Ohm,Réponse en fréquence : 68 - 19 000 Hz,Pression sonore : 104 dB, 128 dB max.,Montage sur pied d'enceinte possible,Points de montage M8,2 poignées,Connexions : entrée et sortie Speaker Twist,Peinture noire texturée,Dimensions 39 x 57 x 36 cm,Poids : 18 kg",4.7,42
JBL PRX 412M,            ,                34            ,    498,"Puissance: 600W programme / 1200W crête,Impédance: 8 Ohm,Réponse en fréquence: 50 Hz - 20 kHz,SPL max: 126 dB,Dispersion: 90° x 50°,Connectiques: 2x Speaker Twist,Dimensions: 574 x 353 x 399 mm,Poids: 16 kg",5,12
JBL PRX 415M,            ,                32            ,    459,"15""/ 1"",2 x Speaker twist,600/ 1200 Watt program/ peak,8 Ohm,55 Hz - 19 kHz,128 dB max,90° x 50°,Dimensions: 650 x 429 x 457  mm,Weight: 21 kg",5,2
the box PA 252 ECO MKII,            ,                7            ,    238,"Puissance: 450W RMS, 1800W crête,Impédance: 4 Ohm,Réponse en fréquence: 45 Hz - 15 kHz,SPL max: 121 dB,Dispersion: 90º x 40º,Entrée / sortie combo Speaker Twist / jack 6,3 mm,Dimensions: 495 x 420 x 1030 mm,Poids: 35,5 kg,Housse optionnelle, article nº: ",4.6,271
Turbosound iP82,            ,                31            ,    149,"1 haut-parleur 8"",1 moteur à compression 1"",Puissance admissible: 150 Watt (continu) / 600 Watt (crête),Guide d'onde à faible distorsion,Dispersion: 70° x 70°,Boîtier en contreplaqué de bouleau 15 mm,Finition: Laque stucturée noire,Entrée sur Speaker Twist,Embase de 35 mm pour montage sur pied,Dimensions: 280 x 455 x 235 mm,Poids: 9,3 kg",4.8,12
dB Technologies LVX P10,            ,                45            ,    222,"Haut-parleur de 10"" et tweeter 1"" avec pavillon rotatif,Dispersion : 90° x 70°,Puissance : 600 Watt,Impédance : 8 Ohm,Réponse en fréquence : 73 - 19.000 Hz,SPL max : 125 dB,Bride de trépied : 36mm,Angle position bain de pieds : 40°,Points de montage aérien : M8,Connecteurs Speaker Twist,Dimensions (LxHxP) : 300 x 496 x 238 mm,Poids : 9,3 kg,Couleur : noir",4.5,4
LD Systems Stinger 8 G3,            ,                43            ,    268,"Passive 8"" + 1"" monitor/full range loudspeaker,Power rating: 250 W RMS / 500 W peak,Maximum level: 119 dB,Frequency range: 70 - 20,000 Hz,BMS tweeter,Beam (H x V): 90° x 50°,Terminal with 1x Speaker Twist input and 1x Speaker Twist output,12 mm Plywood housing,36 mm Dual tilt tripod flange,M10 flying points,Dimensions: 270 x 457 x 290 mm,Weight: 9.5 kg",4.8,4
LD Systems SAT 62 W G2 Pair,            ,                68            ,    209,"Puissance: 80W RMS - 130W crête,Impédance: 16 Ohm,Réponse en fréquence: 55 Hz - 20 kHz,SPL max: 108 dB,Dimensions: 200 x 320 x 200 mm,Poids: 4,1 kg (8,20 kg la paire),Kit de montage mural inclus,Couleur: blanc,Prix pour une paire",4.6,13
LD Systems Stinger 10 G3,            ,                33            ,    298,"Possibilité de bain de pieds,Puissance admissible: 300 Watt RMS (600 Watt crête),SPL max: 121 dB,Impédance: 8 Ohm,Réponse en fréquence: 65 - 20.000 Hz,Tweeter BMS,Dispersion pavillonnaire: 90° x 50°,Panneau de connexion avec 1 entrée Speaker Twist,1x sortie Speaker Twist,Enceinte en contreplaqué épais de 12 mm,Montage sur pied 36 mm double inclinaison,Montage aérien M10,Dimensions: 325 x 527 x 308mm,Poids: 11,5 kg,Housse disponible en option, article n° : , (non fournie)",4.8,2
EV ELX 115 Stand Bundle,            ,                44            ,    775,"Enceinte large bande passive 2 voies 15"" + 1,5"",Puissance: 400 Watt RMS / 1600 Watt crête,Réponse en fréquence: 50 - 20.000 Hz,SPL Max: 134 dB,Impédance: 8 Ohm,Dispersion: 90º x 50º,Œillet pour pied d'enceinte,Dimensions: 708 x 432 x 382 mm,Poids: 23 kg,Housse disponible en option, article n°: ,Pied d'enceinte,Supporte une charge centrée max. de 40 kg,Longueur env. 1 m à 1,70 m,Diamètre du tube: 35 mm,Poids: 3,15 kg,Couleur: Noir",,
HK Audio Elements E835 Top,            ,                22            ,    548,"Puissance: 300 Watt,Impédance: 8 Ohm,Réponse en fréquence: 140 Hz - 20 kHz,Sensibilité: 100 dB (1W @ 1m),Connectique d'entrée et de sortie: E-Connect,Dispersion horizontale: 70°,Dimensions: 11 x 72 x 12 cm,Poids: 4,5 kg",4.9,11
JBL JRX 215,            ,                23            ,    259,"Puissance: 250 Watt RMS, 1000 Watt crête,Réponse en fréquence: 40 Hz - 18 kHz,Impédance: 8 Ohm,Dispersion: 90° x 50°,Entrée et sortie Speaker Twist et jack,Protections soniques,Revêtement tapis noir,Dimensions: 699 x 460 x 432 mm,Poids: 27,4 kg",4.6,12
EV ELX 115,            ,                3            ,    355,"Puissance: 400 Watt RMS / 1600 Watt crête,Réponse en fréquence: 50 - 20.000 Hz,SPL Max: 134 dB,Impédance: 8 Ohm,Dispersion: 90º x 50º,Œillet pour pied d'enceinte,Dimensions: 708 x 432 x 382 mm,Poids: 23 kg,Housse disponible en option, article n°: ",4.8,94
Behringer Eurolive VS1220F,            ,                37            ,    119,"Puissance: 150 Watt RMS, 600 Watt crête,Impédance: 8 Ohm,Réponse en fréquence: 55 Hz - 20 kHz,Entrée jack 6,3 mm,Dispersion: 80 x 40º,Dimensions: 440 x 430 x 575 mm,Poids: 15,5 kg",4.4,31
LD Systems SAT 62 G2 Pair,            ,                13            ,    209,"Puissance: 80W RMS - 130W crête,Impédance: 16 Ohm,Réponse en fréquence: 55 Hz - 20 kHz,SPL max: 108 dB,Dimensions: 200 x 320 x 200 mm,Poids: 4,1 kg,Kit de montage mural inclus,Couleur: noires,Prix pour une paire",4.7,12
HK Audio L5 115 F Linear 5,            ,                35            ,    779,"Puissance: 600W RMS (1200W programme - 2400W crête),Impédance: 8 Ohm,Réponse en fréquence: 60 - 18.000 Hz,SPL max: 130 dB,2x connecteurs Speaker Twist NL4,Dispersion: 60° - 90° x 55°,Montage aérien M8 (x3),2 poignées,Bride DuoTilt,Support de montage disponible en option, article n°: ,Dimensions (LxHxP): 449 x 708 x 450 mm,Poids: 30,1 kg,Housse disponible en option, article n°: ",4.9,9
the box pro Achat 104,            ,                1            ,    58,"Puissance: 40 Watt / 8 Ohm (RMS) - 160 Watt / 8 Ohm (crête),Réponse en fréquence: 100 Hz - 20 kHz,SPL max: 109 dB,Dispersion: 90° x 90°,2x connecteurs Speaker Twist NL4 et borniers,Montage aérien pas de vis M6,Dimensions: 144 x 146 x 214 mm,Poids: 2,5 kg,Couleur: noire,Support de montage mural disponible en option, article n°: ,Conçue en Allemagne",4.6,68
the box pro Achat 110 M,            ,                39            ,    245,"Equipped with: 10"" neodymium bass and 1"" compression driver (tweeter with 1 3/8"" voice coil),Multifunctional housing,Rated power: 250 W RMS / 1000 W Peak,Impedance: 8 Ohm,Sound pressure: 124 dB max,Frequency range: 70 Hz - 20 kHz,Dispersion: 90° x 60°,Black structure lacquer,Flange mount for stand,M10 fly points,Dimensions: 300 x 450 x 290 mm,Weight: 11 kg,Developed in Germany,Compatible protective case: Article , (not included),Compatible flying brackets: Art. , (not included)",4.7,37
EV ELX200-12,            ,                15            ,    333,"Capacité de charge: 1200 Watt crête,Angle de dispersion: 90 ° x 60 °,Impédance: 8 Ohms,Réponse en fréquence: 51 - 20000 Hz,Niveau maximum: 128 dB,3x points de montage aérien avec filetage M10,Connexions Dual NL4,Transducteur de signal synchronisé,Possibilité d'utiliser l'enceinte comme moniteur de retour au sol,Enceinte en plastique,Dimensions: 629 x 363 x 344 mm,Poids: 15,2 kg,Couleur: noir,Housse adaptée disponible en option, article n°: ,Support mural adapté disponible en option, article n°: ",4.5,2
DAS Audio Action-508,            ,                232            ,    354,"Tweeter à compression de 1"",Réponse en fréquence : 60 Hz - 20 kHz,Diagramme de dispersion (HxV) : 90° x 60°,SPL max. : 124 dB,Puissance nominale : 150 Watt RMS / 600 Watt crête,Impédance : 8 Ohm,Connexions : Speaker Twist,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 485 x 285 x 260 mm,Poids : 10,5 kg,Couleur : noir",,
LD Systems SAT 102 G2 B-Stock,            ,                231            ,    258,"Haut-parleur 10"" et tweeter 1"",Dispersion: 80 ° x 60 °,Réponse en fréquence: 65 - 19 000 Hz,SPL Max: 118 dB,Puissance: 200 W / 400 W sous 8 Ohm,Connexions: borniers et Speker Twist,Enceinte MDF de 15 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 300 x 550 x 270 mm,Poids 12,2 kg,Couleur: noir,Supports mural et de traverses disponibles en option",,
DAS Audio Vantec-12,            ,                233            ,    777,"Tweeter à compression de 1"",Réponse en fréquence : 65 Hz - 20 kHz,Diagramme de dispersion (HxV) : 90° x 50°,SPL max. : 135 dB,Puissance nominale : 500 Watt RMS / 2000 Watt crête,Impédance : 8 Ohm,Connexions : Speaker Twist,Deux angles pour le montage sur pied 35 mm,Dimensions (HxLxP) : 620 x 380 x 380 mm,Poids : 20,5 kg,Couleur : noir",,
LD Systems SAT 42 G2 Pair,            ,                56            ,    155,"Puissance: 60/100W (RMS/ crête),Réponse en fréquence: 75 - 20.000 Hz,Impédance: 16 Ohm,SPL max: 85 dB,Dimensions: 140 x 230 x 125 mm,Poids: 3 kg,Support de montage mural inclus,Prix pour une paire",4.8,6
DAS Audio Action-512,            ,                234            ,    492,"1x Haut-parleur de 12"" et 1x tweeter à compression de  1"",Réponse en fréquence : 50 Hz - 20 kHz,Dispersion (HxV) : 90° x 60°,SPL Max : 124 dB,Puissance nominale : 300 Watt RMS / 1200 Watt crête,Impédance : 8 Ohm,Connexions : Speaker Twist,Montage sur pied 35 mm (2 angles d'inclinaison disponibles),Dimensions (HxLxP) : 620 x 385 x 380 mm,Poids : 19,0 kg,Couleur : noir",,
KS audio C 1,            ,                206            ,    1.479,"Assembly: 10"" + 1"" (HDSP horn) Neodymium,Dispersion: 60 - 120° x 35°,Power rating: 500W / 8Ohm,PU coating,Dimensions: 500 x 290 x 280 mm,Weight: 12 kg,Developed and produced in Germany!,Only to be used with KS Sub (CB18) or KS system power amplifier",5,2
LD Systems SAT 82 G2 W,            ,                115            ,    154,"Convient pour l'installation et l'utilisation sur scène,Équipement : haut-parleur 8"" et tweeter 1"",Dispersion : 60° x 60°,Réponse en fréquence : 50 - 20 000 Hz,SPL Max : 114 dB,Puissance: 120W RMS - 200W crête,Impédance: 8 Ohm,Connexions du terminal : borniers,Matériau du boîtier : MDF 15 mm,Points de montage aérien M6,Dimensions (LxHxP): 274 x 410 x 243 mm,Poids: 7 kg,Kit de montage mural inclus,Couleur: blanc",4.3,2
Behringer Eurolive VS1520,            ,                30            ,    159,"Puissance: 150W RMS / 600W crête,Impédance: 8 Ohm,Réponse en fréquence: 50 Hz - 20 kHz,Dispersion: 80° x 40°,Œillet pour pied d'enceinte 35 mm,Dimensions: 455 x 685 x 465 mm,Poids:  21,9 kg,Housse disponible en option, article n°: ",4.4,61
